tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2005-410,Monte Carlo Masters,Clay,64,M,20050411,13,104745,11,,Rafael Nadal,L,185,ESP,18.85557837,104792,,WC,Gael Monfils,R,193,FRA,18.6091718,6-3 6-2,3,R64,84,0,0,55,38,24,9,9,4,6,1,0,52,27,15,8,8,3,8,17,1340,106,406
2005-410,Monte Carlo Masters,Clay,64,M,20050411,39,104745,11,,Rafael Nadal,L,185,ESP,18.85557837,103598,,,Xavier Malisse,R,185,BEL,24.72826831,6-0 6-3,3,R32,62,0,0,43,28,22,12,8,1,1,1,2,36,20,11,6,7,0,4,17,1340,38,933
2005-410,Monte Carlo Masters,Clay,64,M,20050411,52,104745,11,,Rafael Nadal,L,185,ESP,18.85557837,103694,,,Olivier Rochus,R,168,BEL,24.22724162,6-1 6-2,3,R16,64,0,1,38,28,22,6,7,2,3,0,2,49,25,10,10,8,3,9,17,1340,42,921
2005-410,Monte Carlo Masters,Clay,64,M,20050411,58,104745,11,,Rafael Nadal,L,185,ESP,18.85557837,103292,4,,Gaston Gaudio,R,175,ARG,26.33812457,6-3 6-0,3,QF,62,2,1,40,34,28,4,8,0,0,1,4,42,26,13,6,7,1,5,17,1340,6,2220
2005-410,Monte Carlo Masters,Clay,64,M,20050411,61,104745,11,,Rafael Nadal,L,185,ESP,18.85557837,104755,,Q,Richard Gasquet,R,185,FRA,18.81451061,6-7(6) 6-4 6-3,3,SF,165,2,3,112,79,44,16,16,9,14,2,1,115,57,31,27,15,5,12,17,1340,101,420
2005-410,Monte Carlo Masters,Clay,64,M,20050411,63,104745,11,,Rafael Nadal,L,185,ESP,18.85557837,103909,6,,Guillermo Coria,R,175,ARG,23.24161533,6-3 6-1 0-6 7-5,5,F,189,3,0,120,89,52,17,17,11,16,1,3,110,65,40,17,17,13,20,17,1340,9,2045
2005-416,Rome Masters,Clay,64,M,20050502,25,104745,5,,Rafael Nadal,L,185,ESP,18.91307324,104022,,,Mikhail Youzhny,R,183,RUS,22.85284052,6-0 6-2,3,R64,60,1,2,41,24,19,10,7,1,2,1,1,40,28,12,3,7,3,9,7,2100,26,1185
2005-416,Rome Masters,Clay,64,M,20050502,45,104745,5,,Rafael Nadal,L,185,ESP,18.91307324,103812,,Q,Victor Hanescu,R,198,ROU,23.78097194,6-1 6-1,3,R32,63,0,2,42,25,19,10,7,1,1,0,2,44,29,14,4,7,2,7,7,2100,85,465
2005-416,Rome Masters,Clay,64,M,20050502,55,104745,5,,Rafael Nadal,L,185,ESP,18.91307324,103084,11,,Guillermo Canas,R,185,ARG,27.43326489,6-3 6-1,3,R16,84,1,1,45,36,28,5,8,0,0,1,0,51,31,14,11,8,5,9,7,2100,13,1675
2005-416,Rome Masters,Clay,64,M,20050502,60,104745,5,,Rafael Nadal,L,185,ESP,18.91307324,103285,15,,Radek Stepanek,R,185,CZE,26.42847365,5-7 6-1 6-1,3,QF,129,0,0,78,58,42,10,13,2,4,2,3,82,51,30,13,13,5,11,7,2100,17,1330
2005-416,Rome Masters,Clay,64,M,20050502,62,104745,5,,Rafael Nadal,L,185,ESP,18.91307324,103970,,,David Ferrer,R,175,ESP,23.08281999,4-6 6-4 7-5,3,SF,149,0,0,102,71,43,16,16,1,7,2,4,82,51,31,14,16,2,9,7,2100,25,1210
2005-416,Rome Masters,Clay,64,M,20050502,63,104745,5,,Rafael Nadal,L,185,ESP,18.91307324,103909,9,,Guillermo Coria,R,175,ARG,23.2991102,6-4 3-6 6-3 4-6 7-6(6),5,F,314,1,3,176,119,70,26,25,8,17,3,7,202,148,85,23,25,11,20,7,2100,11,1915
2005-425,Barcelona,Clay,56,A,20050418,32,104745,8,,Rafael Nadal,L,185,ESP,18.87474333,104180,,,Gilles Muller,L,193,LUX,21.94387406,6-0 6-2,3,R32,54,2,2,45,29,24,9,7,4,4,2,1,41,22,12,5,7,3,8,11,1800,64,601
2005-425,Barcelona,Clay,56,A,20050418,44,104745,8,,Rafael Nadal,L,185,ESP,18.87474333,103103,10,,Dominik Hrbaty,R,183,SVK,27.28542094,6-1 6-2,3,R16,79,2,0,53,40,28,7,8,5,6,0,1,52,28,11,11,7,5,10,11,1800,25,1176
2005-425,Barcelona,Clay,56,A,20050418,50,104745,8,,Rafael Nadal,L,185,ESP,18.87474333,102860,,,Agustin Calleri,R,183,ARG,28.59137577,6-2 3-0 RET,3,QF,53,1,0,31,22,17,6,5,0,0,2,0,40,24,12,4,6,2,6,11,1800,99,440
2005-425,Barcelona,Clay,56,A,20050418,53,104745,8,,Rafael Nadal,L,185,ESP,18.87474333,103285,11,,Radek Stepanek,R,185,CZE,26.39014374,7-5 6-2,3,SF,80,1,0,47,34,31,9,10,0,0,7,3,63,41,28,8,10,2,5,11,1800,22,1200
2005-425,Barcelona,Clay,56,A,20050418,55,104745,8,,Rafael Nadal,L,185,ESP,18.87474333,103507,,,Juan Carlos Ferrero,R,183,ESP,25.18001369,6-1 7-6(4) 6-3,5,F,176,6,1,113,86,60,15,15,8,9,1,6,99,66,44,13,13,7,11,11,1800,58,685
2005-506,Buenos Aires,Clay,32,A,20050207,13,104745,7,,Rafael Nadal,L,185,ESP,18.68309377,102860,,,Agustin Calleri,R,183,ARG,28.39972621,7-6(2) 6-3,3,R32,99,0,0,62,46,34,13,11,0,0,8,2,64,35,26,16,10,0,1,48,790,61,615
2005-506,Buenos Aires,Clay,32,A,20050207,23,104745,7,,Rafael Nadal,L,185,ESP,18.68309377,103808,,,Potito Starace,R,188,ITA,23.57015743,6-1 6-3,3,R16,76,1,1,43,30,26,5,8,2,3,2,1,71,44,24,9,8,13,18,48,790,66,569
2005-520,Roland Garros,Clay,128,G,20050523,17,104745,4,,Rafael Nadal,L,185,ESP,18.9705681,102694,,,Lars Burgsmuller,R,183,GER,29.46201232,6-1 7-6(4) 6-1,5,R128,105,5,3,77,48,42,19,14,0,0,3,4,89,50,33,19,12,4,8,5,2600,96,426
2005-520,Roland Garros,Clay,128,G,20050523,73,104745,4,,Rafael Nadal,L,185,ESP,18.9705681,103598,,,Xavier Malisse,R,185,BEL,24.84325804,6-2 6-2 6-4,5,R64,111,0,2,65,33,26,21,13,0,2,2,3,82,46,28,12,13,7,14,5,2600,46,833
2005-520,Roland Garros,Clay,128,G,20050523,101,104745,4,,Rafael Nadal,L,185,ESP,18.9705681,104755,30,,Richard Gasquet,R,185,FRA,18.92950034,6-4 6-3 6-2,5,R32,109,3,0,71,47,32,16,13,1,3,2,4,73,46,24,12,14,3,10,5,2600,31,1050
2005-520,Roland Garros,Clay,128,G,20050523,115,104745,4,,Rafael Nadal,L,185,ESP,18.9705681,103206,23,,Sebastien Grosjean,R,175,FRA,26.98425736,6-4 3-6 6-0 6-3,5,R16,191,0,2,106,73,50,18,17,5,8,2,2,114,70,42,20,17,5,12,5,2600,24,1200
2005-520,Roland Garros,Clay,128,G,20050523,122,104745,4,,Rafael Nadal,L,185,ESP,18.9705681,103970,20,,David Ferrer,R,175,ESP,23.14031485,7-5 6-2 6-0,5,QF,128,3,0,92,66,43,16,13,10,12,1,2,80,52,28,9,13,2,10,5,2600,21,1225
2005-520,Roland Garros,Clay,128,G,20050523,125,104745,4,,Rafael Nadal,L,185,ESP,18.9705681,103819,1,,Roger Federer,R,185,SUI,23.78918549,6-3 4-6 6-4 6-3,5,SF,167,2,4,120,88,54,16,19,6,12,3,5,119,74,47,17,19,4,13,5,2600,1,6605
2005-520,Roland Garros,Clay,128,G,20050523,127,104745,4,,Rafael Nadal,L,185,ESP,18.9705681,103264,,,Mariano Puerta,L,180,ARG,26.67488022,6-7(6) 6-3 6-1 7-5,5,F,204,7,3,137,108,73,12,20,11,14,4,2,137,83,53,23,20,10,18,5,2600,37,927
2005-506,Buenos Aires,Clay,32,A,20050207,28,103292,2,,Gaston Gaudio,R,175,ARG,26.16563997,104745,7,,Rafael Nadal,L,185,ESP,18.68309377,0-6 6-0 6-1,3,QF,103,6,1,65,37,22,17,10,6,9,3,2,74,52,28,8,9,12,17,8,2095,48,790
2006-410,Monte Carlo Masters,Clay,64,M,20060417,32,104745,2,,Rafael Nadal,L,185,ESP,19.87132101,103096,,,Arnaud Clement,R,173,FRA,28.33127995,6-4 6-4,3,R64,96,0,1,64,48,30,11,10,6,8,2,5,57,32,20,10,10,1,5,2,4135,56,691
2006-410,Monte Carlo Masters,Clay,64,M,20060417,48,104745,2,,Rafael Nadal,L,185,ESP,19.87132101,103444,,WC,Jean Rene Lisnard,R,173,MON,26.55989049,6-4 6-1,3,R32,88,0,1,48,34,25,8,8,3,4,0,3,54,22,13,13,9,6,11,2,4135,154,257
2006-410,Monte Carlo Masters,Clay,64,M,20060417,56,104745,2,,Rafael Nadal,L,185,ESP,19.87132101,104019,,,Kristof Vliegen,R,193,BEL,23.81930185,6-3 6-3,3,R16,105,2,2,61,50,33,5,9,2,3,0,0,60,34,18,12,9,4,8,2,4135,57,679
2006-410,Monte Carlo Masters,Clay,64,M,20060417,60,104745,2,,Rafael Nadal,L,185,ESP,19.87132101,103909,6,,Guillermo Coria,R,175,ARG,24.25735797,6-2 6-1,3,QF,70,4,0,43,33,21,6,7,6,8,0,8,53,36,12,6,8,6,13,2,4135,9,1690
2006-410,Monte Carlo Masters,Clay,64,M,20060417,62,104745,2,,Rafael Nadal,L,185,ESP,19.87132101,103292,7,,Gaston Gaudio,R,175,ARG,27.35386721,5-7 6-1 6-1,3,SF,159,0,1,80,52,35,15,13,5,8,0,3,96,54,30,16,13,13,20,2,4135,8,1865
2006-410,Monte Carlo Masters,Clay,64,M,20060417,63,104745,2,,Rafael Nadal,L,185,ESP,19.87132101,103819,1,,Roger Federer,R,185,SUI,24.6899384,6-2 6-7(2) 6-3 7-6(5),5,F,230,1,4,152,106,70,24,21,14,18,3,3,143,86,54,28,20,7,14,2,4135,1,6810
2006-416,Rome Masters,Clay,64,M,20060508,32,104745,2,,Rafael Nadal,L,185,ESP,19.92881588,102845,,,Carlos Moya,R,190,ESP,29.69472964,6-1 2-6 6-2,3,R64,114,1,2,70,57,37,7,11,2,4,0,2,73,48,32,9,12,5,10,2,4135,33,920
2006-416,Rome Masters,Clay,64,M,20060508,48,104745,2,,Rafael Nadal,L,185,ESP,19.92881588,103835,,,Filippo Volandri,R,183,ITA,24.67077344,6-1 6-2,3,R32,71,0,1,52,34,27,9,8,4,4,1,1,36,28,10,5,7,2,6,2,4135,46,796
2006-416,Rome Masters,Clay,64,M,20060508,56,104745,2,,Rafael Nadal,L,185,ESP,19.92881588,102450,,,Tim Henman,R,185,GBR,31.66872005,6-2 6-2,3,R16,71,1,0,41,32,25,7,8,0,0,5,1,51,34,19,7,8,0,4,2,4135,70,570
2006-416,Rome Masters,Clay,64,M,20060508,60,104745,2,,Rafael Nadal,L,185,ESP,19.92881588,103602,10,,Fernando Gonzalez,R,183,CHI,25.77412731,6-4 6-3,3,QF,102,0,1,53,45,31,4,9,2,4,3,1,72,41,22,15,10,5,10,2,4135,9,1640
2006-416,Rome Masters,Clay,64,M,20060508,62,104745,2,,Rafael Nadal,L,185,ESP,19.92881588,104792,,,Gael Monfils,R,193,FRA,19.68240931,6-2 6-2,3,SF,77,0,0,51,39,24,7,8,2,3,0,4,46,25,13,7,8,2,7,2,4135,35,904
2006-416,Rome Masters,Clay,64,M,20060508,63,104745,2,,Rafael Nadal,L,185,ESP,19.92881588,103819,1,,Roger Federer,R,185,SUI,24.74743326,6-7(0) 7-6(5) 6-4 2-6 7-6(5),5,F,305,4,1,173,147,101,14,27,6,10,10,0,180,112,86,35,27,6,9,2,4135,1,7160
2006-425,Barcelona,Clay,56,A,20060424,25,104745,1,,Rafael Nadal,L,185,ESP,19.89048597,103852,,,Feliciano Lopez,L,188,ESP,24.59137577,6-4 6-2,3,R32,74,1,1,48,32,21,12,9,2,4,6,3,54,32,20,7,9,2,7,2,4335,38,850
2006-425,Barcelona,Clay,56,A,20060424,41,104745,1,,Rafael Nadal,L,185,ESP,19.89048597,103868,,Q,Ivan Navarro,R,183,ESP,24.5119781,6-4 6-2,3,R16,89,0,1,57,39,29,11,9,1,1,3,4,59,30,20,14,9,4,7,2,4335,164,244
2006-425,Barcelona,Clay,56,A,20060424,49,104745,1,,Rafael Nadal,L,185,ESP,19.89048597,103813,7,,Jarkko Nieminen,L,185,FIN,24.75290897,4-6 6-4 6-3,3,QF,138,1,1,83,58,39,12,14,5,9,2,2,90,57,36,12,15,7,13,2,4335,20,1425
2006-425,Barcelona,Clay,56,A,20060424,53,104745,1,,Rafael Nadal,L,185,ESP,19.89048597,104597,,,Nicolas Almagro,R,183,ESP,20.67351129,7-6(2) 6-3,3,SF,100,5,1,68,48,38,10,11,1,2,7,2,62,29,23,15,10,2,4,2,4335,57,669
2006-425,Barcelona,Clay,56,A,20060424,55,104745,1,,Rafael Nadal,L,185,ESP,19.89048597,103990,6,,Tommy Robredo,R,180,ESP,23.98083504,6-4 6-4 6-0,5,F,139,2,4,85,61,44,15,13,3,3,3,0,85,58,33,14,13,3,8,2,4335,15,1525
2006-520,Roland Garros,Clay,128,G,20060529,64,104745,2,,Rafael Nadal,L,185,ESP,19.98631075,104417,,,Robin Soderling,R,193,SWE,21.78781656,6-2 7-5 6-1,5,R128,128,1,3,81,56,42,12,13,5,7,2,1,100,73,37,11,14,14,22,2,4545,50,778
2006-520,Roland Garros,Clay,128,G,20060529,96,104745,2,,Rafael Nadal,L,185,ESP,19.98631075,103240,,LL,Kevin Kim,R,180,USA,27.84120465,6-2 6-1 6-4,5,R64,118,2,0,76,56,41,15,13,3,3,2,1,89,53,31,16,12,10,15,2,4545,116,370
2006-520,Roland Garros,Clay,128,G,20060529,112,104745,2,,Rafael Nadal,L,185,ESP,19.98631075,103908,29,,Paul Henri Mathieu,R,185,FRA,24.37508556,5-7 6-4 6-4 6-4,5,R32,293,6,1,129,88,54,23,21,7,13,4,5,168,108,62,27,21,21,29,2,4545,32,920
2006-520,Roland Garros,Clay,128,G,20060529,120,104745,2,,Rafael Nadal,L,185,ESP,19.98631075,103720,14,,Lleyton Hewitt,R,180,AUS,25.25667351,6-2 5-7 6-4 6-2,5,R16,197,1,4,113,79,53,21,19,5,9,4,6,121,62,42,22,19,13,21,2,4545,14,1580
2006-520,Roland Garros,Clay,128,G,20060529,124,104745,2,,Rafael Nadal,L,185,ESP,19.98631075,104925,,,Novak Djokovic,R,188,SRB,19.01984942,6-4 6-4 RET,5,QF,114,3,0,59,47,30,7,10,3,6,2,3,67,49,27,4,10,2,7,2,4545,63,627
2006-520,Roland Garros,Clay,128,G,20060529,126,104745,2,,Rafael Nadal,L,185,ESP,19.98631075,103344,4,,Ivan Ljubicic,R,193,CRO,27.19507187,6-4 6-2 7-6(7),5,SF,169,7,0,95,65,51,17,15,1,2,10,5,104,61,42,22,15,5,9,2,4545,4,2610
2006-520,Roland Garros,Clay,128,G,20060529,127,104745,2,,Rafael Nadal,L,185,ESP,19.98631075,103819,1,,Roger Federer,R,185,SUI,24.80492813,1-6 6-1 6-4 7-6(4),5,F,182,3,0,111,85,59,17,18,7,10,8,1,119,72,49,25,18,8,12,2,4545,1,7010
2007-410,Monte Carlo Masters,Clay,56,M,20070415,40,104745,2,,Rafael Nadal,L,185,ESP,20.8678987,103428,,,Juan Ignacio Chela,R,190,ARG,27.62765229,6-3 6-1,3,R32,87,0,1,54,31,23,12,8,1,2,0,5,58,31,18,10,8,6,11,2,4875,22,1125
2007-410,Monte Carlo Masters,Clay,56,M,20070415,48,104745,2,,Rafael Nadal,L,185,ESP,20.8678987,104019,,,Kristof Vliegen,R,193,BEL,24.81587953,6-1 6-1,3,R16,62,0,0,44,30,18,9,7,2,4,0,4,34,17,4,2,7,2,9,2,4875,52,675
2007-410,Monte Carlo Masters,Clay,56,M,20070415,52,104745,2,,Rafael Nadal,L,185,ESP,20.8678987,104259,,Q,Philipp Kohlschreiber,R,178,GER,23.49897331,6-2 6-3,3,QF,77,4,0,50,30,23,15,9,2,2,1,2,48,22,10,16,8,5,8,2,4875,59,615
2007-410,Monte Carlo Masters,Clay,56,M,20070415,54,104745,2,,Rafael Nadal,L,185,ESP,20.8678987,104607,10,,Tomas Berdych,R,196,CZE,21.57700205,6-0 7-5,3,SF,83,2,1,50,24,17,20,9,0,0,1,3,52,30,16,10,9,0,4,2,4875,14,1715
2007-410,Monte Carlo Masters,Clay,56,M,20070415,55,104745,2,,Rafael Nadal,L,185,ESP,20.8678987,103819,1,,Roger Federer,R,185,SUI,25.68651608,6-4 6-4,3,F,95,1,1,66,52,38,8,10,3,3,3,4,66,36,26,13,10,6,8,2,4875,1,7290
2007-416,Rome Masters,Clay,56,M,20070507,40,104745,2,,Rafael Nadal,L,185,ESP,20.92539357,103110,,WC,Daniele Bracciali,R,180,ITA,29.31964408,6-4 6-2,3,R32,92,4,1,50,31,23,11,9,2,3,6,2,58,37,23,6,9,3,7,2,4875,125,342
2007-416,Rome Masters,Clay,56,M,20070507,48,104745,2,,Rafael Nadal,L,185,ESP,20.92539357,104022,15,,Mikhail Youzhny,R,183,RUS,24.86516085,6-2 6-2,3,R16,86,1,0,41,28,21,11,8,0,0,3,1,66,41,24,9,8,10,14,2,4875,16,1645
2007-416,Rome Masters,Clay,56,M,20070507,52,104745,2,,Rafael Nadal,L,185,ESP,20.92539357,104925,5,,Novak Djokovic,R,188,SRB,19.95893224,6-2 6-3,3,QF,101,2,2,46,34,28,5,8,1,1,1,1,67,48,27,6,9,8,12,2,4875,5,2720
2007-416,Rome Masters,Clay,56,M,20070507,54,104745,2,,Rafael Nadal,L,185,ESP,20.92539357,103786,4,,Nikolay Davydenko,R,178,RUS,25.92744695,7-6(3) 6-7(8) 6-4,3,SF,219,4,3,115,78,49,15,17,5,12,3,4,129,97,52,13,17,7,15,2,4875,4,2805
2007-416,Rome Masters,Clay,56,M,20070507,55,104745,2,,Rafael Nadal,L,185,ESP,20.92539357,103602,6,,Fernando Gonzalez,R,183,CHI,26.770705,6-2 6-2,3,F,84,2,1,44,35,27,4,8,1,2,4,2,58,40,23,4,8,6,11,2,4875,6,2535
2007-425,Barcelona,Clay,56,A,20070423,25,104745,1,,Rafael Nadal,L,185,ESP,20.88706366,104019,,,Kristof Vliegen,R,193,BEL,24.83504449,6-1 6-2,3,R32,71,0,0,32,19,17,11,7,0,0,0,0,47,31,19,3,8,3,8,2,4875,53,675
2007-425,Barcelona,Clay,56,A,20070423,41,104745,1,,Rafael Nadal,L,185,ESP,20.88706366,102563,,,Thomas Johansson,R,180,SWE,32.08213552,6-1 6-4,3,R16,70,1,1,37,27,26,6,8,0,0,6,4,66,36,24,10,9,6,10,2,4875,73,534
2007-425,Barcelona,Clay,56,A,20070423,49,104745,1,,Rafael Nadal,L,185,ESP,20.88706366,103808,,,Potito Starace,R,188,ITA,25.77412731,6-2 7-5,3,QF,102,2,0,64,47,30,12,10,3,4,1,1,61,50,28,5,10,0,4,2,4875,72,539
2007-425,Barcelona,Clay,56,A,20070423,53,104745,1,,Rafael Nadal,L,185,ESP,20.88706366,103970,5,,David Ferrer,R,175,ESP,25.0568104,7-5 6-1,3,SF,95,0,1,53,41,26,7,9,1,3,0,0,65,40,25,7,10,5,11,2,4875,16,1615
2007-425,Barcelona,Clay,56,A,20070423,55,104745,1,,Rafael Nadal,L,185,ESP,20.88706366,103084,12,,Guillermo Canas,R,185,ARG,29.4072553,6-3 6-4,3,F,101,2,0,53,40,33,8,10,2,2,5,1,63,36,25,15,9,2,4,2,4875,28,1007
2007-520,Roland Garros,Clay,128,G,20070528,64,104745,2,,Rafael Nadal,L,185,ESP,20.98288843,105223,,,Juan Martin del Potro,R,198,ARG,18.67488022,7-5 6-3 6-2,5,R128,139,1,2,78,49,37,15,14,6,9,0,3,95,67,34,14,15,12,20,2,5225,59,608
2007-520,Roland Garros,Clay,128,G,20070528,96,104745,2,,Rafael Nadal,L,185,ESP,20.98288843,104262,,Q,Flavio Cipolla,R,173,ITA,23.60301164,6-2 6-1 6-4,5,R64,113,4,4,73,55,43,6,13,2,4,0,2,82,56,27,12,12,3,10,2,5225,227,171
2007-520,Roland Garros,Clay,128,G,20070528,112,104745,2,,Rafael Nadal,L,185,ESP,20.98288843,103656,,,Albert Montanes,R,175,ESP,26.49965777,6-1 6-3 6-2,5,R32,141,3,1,80,55,40,16,12,9,9,3,13,126,64,41,21,12,13,19,2,5225,50,715
2007-520,Roland Garros,Clay,128,G,20070528,120,104745,2,,Rafael Nadal,L,185,ESP,20.98288843,103720,14,,Lleyton Hewitt,R,180,AUS,26.2532512,6-3 6-1 7-6(5),5,R16,141,4,1,87,62,48,11,14,4,6,8,3,82,47,31,12,14,3,9,2,5225,16,1540
2007-520,Roland Garros,Clay,128,G,20070528,124,104745,2,,Rafael Nadal,L,185,ESP,20.98288843,102845,23,,Carlos Moya,R,190,ESP,30.74880219,6-4 6-3 6-0,5,QF,122,0,0,72,54,38,12,12,3,4,2,3,89,50,29,15,13,5,12,2,5225,26,1080
2007-520,Roland Garros,Clay,128,G,20070528,126,104745,2,,Rafael Nadal,L,185,ESP,20.98288843,104925,6,,Novak Djokovic,R,188,SRB,20.0164271,7-5 6-4 6-2,5,SF,148,3,1,86,61,45,15,15,4,6,3,1,95,68,39,10,15,3,9,2,5225,6,2810
2007-520,Roland Garros,Clay,128,G,20070528,127,104745,2,,Rafael Nadal,L,185,ESP,20.98288843,103819,1,,Roger Federer,R,185,SUI,25.80150582,6-3 4-6 6-3 6-4,5,F,190,2,1,137,106,74,17,19,16,17,9,1,118,76,50,23,19,6,10,2,5225,1,7515
2008-410,Monte Carlo Masters,Clay,56,M,20080420,40,104745,2,,Rafael Nadal,L,185,ESP,21.88364134,104339,,WC,Mario Ancic,R,196,CRO,24.06023272,6-0 6-3,3,R32,76,1,0,40,35,25,4,8,0,1,3,5,53,27,13,9,7,3,8,2,5455,55,640
2008-410,Monte Carlo Masters,Clay,56,M,20080420,48,104745,2,,Rafael Nadal,L,185,ESP,21.88364134,103507,13,,Juan Carlos Ferrero,R,183,ESP,28.1889117,6-4 6-1,3,R16,106,3,0,51,34,23,9,9,0,2,1,0,67,36,19,14,8,10,15,2,5455,24,1165
2008-410,Monte Carlo Masters,Clay,56,M,20080420,52,104745,2,,Rafael Nadal,L,185,ESP,21.88364134,103970,5,,David Ferrer,R,175,ESP,26.05338809,6-1 7-5,3,QF,100,0,1,52,38,26,7,9,2,4,0,2,71,48,25,8,10,2,8,2,5455,5,2620
2008-410,Monte Carlo Masters,Clay,56,M,20080420,54,104745,2,,Rafael Nadal,L,185,ESP,21.88364134,103786,4,,Nikolay Davydenko,R,178,RUS,26.88569473,6-3 6-2,3,SF,101,0,1,54,37,22,12,8,4,5,0,5,60,37,20,7,9,2,7,2,5455,4,3290
2008-410,Monte Carlo Masters,Clay,56,M,20080420,55,104745,2,,Rafael Nadal,L,185,ESP,21.88364134,103819,1,,Roger Federer,R,185,SUI,26.70225873,7-5 7-5,3,F,103,1,2,63,51,32,5,12,1,5,5,0,75,47,28,8,12,1,7,2,5455,1,6425
2008-425,Barcelona,Clay,56,A,20080428,25,104745,1,,Rafael Nadal,L,185,ESP,21.9028063,103808,,,Potito Starace,R,188,ITA,26.78986995,6-4 6-2,3,R32,78,2,1,48,35,26,11,9,2,3,2,1,55,44,22,7,9,4,8,2,5655,45,760
2008-425,Barcelona,Clay,56,A,20080428,41,104745,1,,Rafael Nadal,L,185,ESP,21.9028063,103852,16,,Feliciano Lopez,L,188,ESP,26.6036961,6-4 6-3,3,R16,106,3,1,50,33,26,12,9,0,0,4,1,86,56,34,14,10,6,9,2,5655,35,925
2008-425,Barcelona,Clay,56,A,20080428,49,104745,1,,Rafael Nadal,L,185,ESP,21.9028063,103428,,,Juan Ignacio Chela,R,190,ARG,28.66255989,6-4 6-2,3,QF,102,0,0,51,34,27,6,9,0,1,0,2,70,44,23,15,9,7,11,2,5655,37,875
2008-425,Barcelona,Clay,56,A,20080428,53,104745,1,,Rafael Nadal,L,185,ESP,21.9028063,103823,,,Denis Gremelmayr,L,183,GER,26.69952088,6-1 6-0,3,SF,51,3,0,33,23,20,8,7,0,0,0,1,32,18,9,1,6,2,7,2,5655,85,490
2008-425,Barcelona,Clay,56,A,20080428,55,104745,1,,Rafael Nadal,L,185,ESP,21.9028063,103970,2,,David Ferrer,R,175,ESP,26.07255305,6-1 4-6 6-1,3,F,134,3,3,74,51,32,16,12,5,7,2,1,87,61,34,10,12,4,10,2,5655,5,2610
2008-520,Roland Garros,Clay,128,G,20080525,64,104745,2,,Rafael Nadal,L,185,ESP,21.97946612,105064,,Q,Thomaz Bellucci,L,188,BRA,20.40520192,7-5 6-3 6-1,5,R128,154,2,1,90,67,46,14,14,2,4,3,5,91,49,25,22,14,6,13,2,5585,76,520
2008-520,Roland Garros,Clay,128,G,20080525,96,104745,2,,Rafael Nadal,L,185,ESP,21.97946612,103534,,Q,Nicolas Devilder,L,173,FRA,28.16974675,6-4 6-0 6-1,5,R64,114,1,1,74,51,35,15,12,7,8,1,3,69,52,25,5,11,2,9,2,5585,148,311
2008-520,Roland Garros,Clay,128,G,20080525,112,104745,2,,Rafael Nadal,L,185,ESP,21.97946612,103813,26,,Jarkko Nieminen,L,185,FIN,26.84188912,6-1 6-3 6-1,5,R32,118,3,1,78,55,40,11,12,7,8,0,0,74,49,26,5,11,6,13,2,5585,26,1130
2008-520,Roland Garros,Clay,128,G,20080525,120,104745,2,,Rafael Nadal,L,185,ESP,21.97946612,104269,22,,Fernando Verdasco,L,188,ESP,24.5284052,6-1 6-0 6-2,5,R16,114,1,1,69,44,30,15,11,3,5,1,6,70,47,20,7,10,6,15,2,5585,23,1240
2008-520,Roland Garros,Clay,128,G,20080525,124,104745,2,,Rafael Nadal,L,185,ESP,21.97946612,104597,19,,Nicolas Almagro,R,183,ESP,22.76249144,6-1 6-1 6-1,5,QF,104,1,1,65,44,36,11,10,5,5,3,3,65,25,13,14,11,5,13,2,5585,20,1270
2008-520,Roland Garros,Clay,128,G,20080525,126,104745,2,,Rafael Nadal,L,185,ESP,21.97946612,104925,3,,Novak Djokovic,R,188,SRB,21.01300479,6-4 6-2 7-6(3),5,SF,169,0,0,98,71,47,19,15,4,6,2,1,100,54,31,27,15,9,14,2,5585,3,5225
2008-520,Roland Garros,Clay,128,G,20080525,127,104745,2,,Rafael Nadal,L,185,ESP,21.97946612,103819,1,,Roger Federer,R,185,SUI,26.7980835,6-1 6-3 6-0,5,F,108,0,0,67,50,35,11,11,3,4,2,0,77,53,26,5,11,9,17,2,5585,1,6675
2008-416,Rome Masters,Clay,56,M,20080505,40,103507,,,Juan Carlos Ferrero,R,183,ESP,28.22724162,104745,2,,Rafael Nadal,L,185,ESP,21.92197125,7-5 6-1,3,R32,114,3,2,65,38,27,18,10,5,5,1,1,55,33,21,12,9,3,6,23,1240,2,5930
2009-1536,Madrid Masters,Clay,56,M,20090510,25,104745,1,,Rafael Nadal,L,185,ESP,22.93771389,103781,,,Jurgen Melzer,L,183,AUT,27.96988364,6-3 6-1,3,R32,62,1,0,41,24,21,11,8,0,0,3,4,41,22,15,7,8,0,4,1,15360,27,1735
